qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
A11,answerable,answer,How is the accuracy of speech recognition systems usually measured?,Threshold off,The accuracy of speech recognition systems is usually rated with word error rate (WER).,answered,False,,0.2864,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf,3.232,True,,
A12,answerable,answer,What dataset is used for sentiment analysis in the Dive into Deep Learning chapter?,Threshold off,"Stanford's large movie review dataset, specifically downloaded from IMDb.",answered,False,,0.3741,README.md; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; bert.pdf; Large language model.pdf; sentiment-analysis-and-dataset.pdf,2.589,True,,
A13,answerable,answer,When was GPT-4 released?,Threshold off,"According to the context, GPT-4 was released in March 2023, and it was integrated by Microsoft into Bing Chat in February 2023.",answered,False,,0.2871,GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; Large language model.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf,7.915,True,,
A14,answerable,answer,What is retrieval-augmented generation?,Threshold off,"Retrieval-augmented generation (RAG) is a technique that enables large language models (LLMs) to retrieve and incorporate new information from external data sources. With RAG, LLMs first refer to a specified set of documents, then respond to user queries. These documents supplement information from the LLM's pre-existing training data, allowing LLMs to use domain-specific and/or updated information that is not available in the training data.",answered,False,,0.3211,Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf,12.137,True,,
A15,answerable,answer,What is perplexity and how is it used to evaluate a language model?,Threshold off,"Perplexity measures the performance of a language model by calculating how well it predicts the contents of a dataset. It is defined as the exponential of the average negative log likelihood per token, with lower perplexity indicating better performance. Perplexity can be thought of as the reciprocal of the geometric mean of the number of real choices that we have when deciding which token to pick next.  Perplexity is used to evaluate a language model in several ways:  1. **Best case scenario**: If the model always perfectly estimates the probability of the target token, its perplexity is 1. 2. **Worst case scenario**: If the model always predicts the probability of the target token as 0, its perplexity is positive infinity. 3. **Baseline**: If the model predicts a uniform distribution over all available tokens, its perplexity equals the number of unique tokens in the vocabulary.  A good language model should have a low perplexity, indicating that it can accurately predict the next token in a sequence. Perplexity provides a non-trivial upper bound on the performance of a language model, and any useful model must beat this baseline.",answered,False,,0.1612,Large language model.pdf; language-model.pdf; Large language model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf,34.006,True,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7934,Hallucination (artificial intelligence).pdf; Word2Vec - Wikipedia.pdf; similarity-analogy.pdf; Named-entity recognition.pdf; n-gram.pdf; Large language model.pdf; Speech recognition.pdf; Large language model.pdf; Hallucination (artificial intelligence).pdf; glove.pdf,35.528,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7381,Large language model.pdf; Hallucination (artificial intelligence).pdf; Hallucination (artificial intelligence).pdf; Hallucination (artificial intelligence).pdf; Hallucination (artificial intelligence).pdf; Large language model.pdf; Hallucination (artificial intelligence).pdf; Hallucination (artificial intelligence).pdf; GPT-4.pdf; GPT-4.pdf,34.061,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6363,glove.pdf; glove.pdf; n-gram.pdf; Large language model.pdf; Named-entity recognition.pdf; transformer.pdf; sentiment-analysis-and-dataset.pdf; Viterbi algorithm.pdf; glove.pdf; word2vec.pdf,30.567,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7964,glove.pdf; GPT-4.pdf; Hallucination (artificial intelligence).pdf; similarity-analogy.pdf; Large language model.pdf; similarity-analogy.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf,33.257,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7863,Retrieval-augmented generation.pdf; Speech recognition.pdf; GPT-4.pdf; Large language model.pdf; GPT-4.pdf; Speech recognition.pdf; Hallucination (artificial intelligence).pdf; Hallucination (artificial intelligence).pdf; Hallucination (artificial intelligence).pdf; Hallucination (artificial intelligence).pdf,33.385,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7847,Large language model.pdf; glove.pdf; Named-entity recognition.pdf; Large language model.pdf; n-gram.pdf; GPT-4.pdf; Large language model.pdf; Named-entity recognition.pdf; n-gram.pdf; Large language model.pdf,25.564,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.739,Speech recognition.pdf; GPT-4.pdf; Speech recognition.pdf; Hallucination (artificial intelligence).pdf; GPT-4.pdf; Hallucination (artificial intelligence).pdf; GPT-4.pdf; GPT-4.pdf; Speech recognition.pdf; Named-entity recognition.pdf,42.317,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7181,word2vec.pdf; subword-embedding.pdf; n-gram.pdf; glove.pdf; Large language model.pdf; similarity-analogy.pdf; n-gram.pdf; tf–idf.pdf; glove.pdf; n-gram.pdf,34.95,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6824,Large language model.pdf; Large language model.pdf; GPT-4.pdf; GPT-4.pdf; Hallucination (artificial intelligence).pdf; Large language model.pdf; GPT-4.pdf; Large language model.pdf; GPT-4.pdf; GPT-4.pdf,49.285,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7691,glove.pdf; Large language model.pdf; Hallucination (artificial intelligence).pdf; Large language model.pdf; GPT-4.pdf; Large language model.pdf; Large language model.pdf; GPT-4.pdf; Large language model.pdf; n-gram.pdf,29.513,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of Google?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.5359,GPT-4.pdf; Retrieval-augmented generation.pdf; Speech recognition.pdf; Speech recognition.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; Retrieval-augmented generation.pdf; GPT-4.pdf; GPT-4.pdf,41.382,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7149,GPT-4.pdf; Speech recognition.pdf; Large language model.pdf; GPT-4.pdf; Hallucination (artificial intelligence).pdf; GPT-4.pdf; Speech recognition.pdf; Speech recognition.pdf; GPT-4.pdf; README.md,39.169,True,n/a,
C01,related_unanswerable,refuse,Which Python library should I use to implement a CYK parser?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.3414,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf,2.542,True,n/a,
C02,related_unanswerable,refuse,What learning rate should I use when training a word2vec model?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.3785,Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf,2.366,True,n/a,
C03,related_unanswerable,refuse,What word error rate does OpenAI's Whisper model achieve on LibriSpeech?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.4662,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf,2.635,True,n/a,
A01,answerable,answer,What does the Viterbi algorithm compute for a hidden Markov model?,Threshold on,The Viterbi algorithm computes the most likely sequence of hidden states that could have produced a given sequence of observations.,answered,False,,0.2248,Viterbi algorithm.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf; Hidden Markov model.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf; Hidden Markov model.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf,4.305,True,,
A02,answerable,answer,What normal form must a grammar be in before the CYK algorithm can be applied?,Threshold on,Chomsky normal form (CNF).,answered,False,,0.2156,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf,2.411,True,,
A03,answerable,answer,Which researchers is the CYK algorithm named after?,Threshold on,"The CYK algorithm is named after John Cocke, Daniel Younger, Tadao Kasami, and Jacob T. Schwartz.",answered,False,,0.4099,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; Part-of-speech tagging.pdf; Viterbi algorithm.pdf,4.334,True,,
A04,answerable,answer,What are the two model architectures used by Word2Vec?,Threshold on,The Distributed Memory Model of Paragraph Vectors (PV-DM) and the Distributed Bag of Words version of Paragraph Vector (PV-DBOW).,answered,False,,0.3009,Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf,4.578,True,,
A05,answerable,answer,Which two approximate training methods reduce the cost of the softmax in word2vec?,Threshold on,Negative sampling and hierarchical softmax.,answered,False,,0.4231,Word2Vec - Wikipedia.pdf; approx-training.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; Word2Vec - Wikipedia.pdf; approx-training.pdf; approx-training.pdf; Word2Vec - Wikipedia.pdf,1.763,True,,
A06,answerable,answer,How is tf-idf weighting calculated?,Threshold on,"The provided documents do not contain this information. However, based on the context, it appears that tf-idf weighting is calculated as the product of two statistics:  1. Term frequency (tf): This is the frequency of the term in a given document. 2. Inverse document frequency (idf): This is a measure of how rare or common a term is across all documents in the corpus.  The exact calculation method for tf-idf weighting is not explicitly stated, but it is mentioned that log normalization and double normalization are used to adjust the numerator and denominator of the idf component.",hedged,False,model_judgement,0.2441,tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf,15.946,True,,
A07,answerable,answer,What corpus statistics does GloVe use to learn word vectors?,Threshold on,Word-word co-occurrences within context windows.,answered,False,,0.3503,glove.pdf; similarity-analogy.pdf; glove.pdf; glove.pdf; Word2Vec - Wikipedia.pdf; glove.pdf; glove.pdf; glove.pdf; similarity-analogy.pdf; similarity-analogy.pdf,2.465,True,,
A08,answerable,answer,What two tasks is BERT pretrained on?,Threshold on,Masked language modeling and next sentence prediction.,answered,False,,0.3481,bert.pdf; bert.pdf; bert.pdf; bert.pdf; bert.pdf; bert.pdf; Word2Vec - Wikipedia.pdf; bert.pdf; bert.pdf; bert.pdf,2.305,True,,
A09,answerable,answer,How does the fastText subword model represent a word?,Threshold on,The fastText subword model represents a word as the sum of its subword vectors.,answered,False,,0.2446,subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; subword-embedding.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf,3.72,True,,
A10,answerable,answer,Why does the transformer need positional encoding?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.3947,transformer.pdf; transformer.pdf; transformer.pdf; transformer.pdf; bert.pdf; transformer.pdf; transformer.pdf; transformer.pdf; Large language model.pdf; transformer.pdf,8.787,False,,
A11,answerable,answer,How is the accuracy of speech recognition systems usually measured?,Threshold on,The accuracy of speech recognition systems is usually rated with word error rate (WER).,answered,False,,0.2864,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf,4.991,True,,
A12,answerable,answer,What dataset is used for sentiment analysis in the Dive into Deep Learning chapter?,Threshold on,"Stanford's large movie review dataset, specifically downloaded from IMDb.",answered,False,,0.3741,README.md; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; bert.pdf; Large language model.pdf; sentiment-analysis-and-dataset.pdf,2.916,True,,
A13,answerable,answer,When was GPT-4 released?,Threshold on,"According to the context, GPT-4 was released in March 2023, and it was integrated by Microsoft into Bing Chat in February 2023.",answered,False,,0.2871,GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; Large language model.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf,5.276,True,,
A14,answerable,answer,What is retrieval-augmented generation?,Threshold on,"Retrieval-augmented generation (RAG) is a technique that enables large language models (LLMs) to retrieve and incorporate new information from external data sources. With RAG, LLMs first refer to a specified set of documents, then respond to user queries. These documents supplement information from the LLM's pre-existing training data, allowing LLMs to use domain-specific and/or updated information that is not available in the training data.",answered,False,,0.3211,Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf,12.818,True,,
A15,answerable,answer,What is perplexity and how is it used to evaluate a language model?,Threshold on,"Perplexity measures the performance of a language model by calculating how well it predicts the contents of a dataset. It is defined as the exponential of the average negative log likelihood per token, with lower perplexity indicating better performance. Perplexity can be thought of as the reciprocal of the geometric mean of the number of real choices that we have when deciding which token to pick next.  Perplexity is used to evaluate a language model in several ways:  1. **Best case scenario**: If the model always perfectly estimates the probability of the target token, its perplexity is 1. 2. **Worst case scenario**: If the model always predicts the probability of the target token as 0, its perplexity is positive infinity. 3. **Baseline**: If the model predicts a uniform distribution over all available tokens, its perplexity equals the number of unique tokens in the vocabulary.  A good language model should have a low perplexity, indicating that it can accurately predict the next token in a sequence. Perplexity provides a non-trivial upper bound on the performance of a language model, and any useful model must beat this baseline.",answered,False,,0.1612,Large language model.pdf; language-model.pdf; Large language model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf,33.83,True,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7934,,0.075,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7381,,0.042,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6363,,0.046,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7964,,0.03,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7863,,0.023,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7847,,0.022,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.739,,0.02,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7181,,0.026,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6824,,0.022,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7691,,0.021,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of Google?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5359,,0.019,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7149,,0.018,True,n/a,
C01,related_unanswerable,refuse,Which Python library should I use to implement a CYK parser?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.3414,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf,2.757,True,n/a,
C02,related_unanswerable,refuse,What learning rate should I use when training a word2vec model?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.3785,Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf,2.301,True,n/a,
C03,related_unanswerable,refuse,What word error rate does OpenAI's Whisper model achieve on LibriSpeech?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4662,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf,1.967,True,n/a,
