qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
A15,answerable,answer,How is TF-IDF weighting calculated?,Fixed-size,"The tf-idf weighted value wt,d for word t in document d thus combines termtf-idf frequency tft,d (deﬁned either by Eq. 6.11 or by Eq. 6.12) with idf from Eq. 6.13: wt,d = tft,d× idft (6.14)",answered,False,,0.2785,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf",65.245,True,,
A16,answerable,answer,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.2892,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf",43.531,False,,
A17,answerable,answer,What is positive pointwise mutual information and how is it computed?,Fixed-size,"Positive Pointwise Mutual Information (PPMI) is a measure that replaces all negative PMI values with zero. It is computed as follows:  PPMI(w,c) = max(log2 P(w,c) / (P(w) * P(c)), 0)  This formula takes the logarithm of the probability of the two words occurring together, divided by the product of their individual probabilities, and then takes the maximum value between this result and zero.",answered,False,,0.3181,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf",67.983,True,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7878,,0.035,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.768,,0.03,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7182,,0.029,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7601,,0.028,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7607,,0.024,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.634,,0.016,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7439,,0.025,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.677,,0.019,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6984,,0.019,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7222,,0.014,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.774,,0.02,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.698,,0.02,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6779,,0.02,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.5021,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",46.321,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5556,,0.027,True,n/a,
A01,answerable,answer,What is the difference between an intrinsic and an extrinsic evaluation of a language model?,Sentence-aware,"An intrinsic evaluation measures the quality of a model independent of any application, whereas an extrinsic evaluation embeds the model in an application and measures how much it improves performance. Intrinsic evaluation is useful for quickly evaluating potential improvements, but extrinsic evaluation is necessary to know if a particular improvement will help with the task at hand.",answered,False,,0.3176,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",12.029,True,,
A02,answerable,answer,How does the Markov assumption simplify the task of language modelling?,Sentence-aware,"The Markov assumption simplifies the task of language modeling by assuming that the probability of a word depends only on the previous word, rather than considering the entire sequence of words. This allows for the approximation P(wn|w1:n−1)≈ P(wn|wn−1), making it easier to compute probabilities and predict future words in a sentence or sequence.",answered,False,,0.3033,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",14.394,True,,
A03,answerable,answer,What is the difference between word types and word tokens in a corpus?,Sentence-aware,"According to the context, the difference between word types and word tokens in a corpus is as follows:  * Word types (or ""types"") refer to the number of distinct words or unique items of vocabulary in a corpus. It's the count of different forms or spellings of words, regardless of their occurrences. * Word tokens (or ""tokens"") refer to the total number of running words in a corpus, including repetitions.  In other words, word types are like the unique words in a dictionary, while word tokens are like the individual instances of those words in a text.",answered,False,,0.2416,"course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",19.884,True,,
A04,answerable,answer,What is the Naive Bayes assumption and how does it affect probability calculations?,Sentence-aware,"The Naive Bayes assumption is the conditional independence assumption that the probabilities P(fi|c) are independent given the class c. This means that the occurrence of one feature (word) does not depend on the occurrence of another feature, given the class.  According to this assumption, the probability of a set of features can be calculated by multiplying the individual probabilities of each feature:  P(f1, f2, ...., fn|c) = P(f1|c)· P(f2|c)· ...· P(fn|c)  This simplifies the calculation of the class posterior probability and allows for efficient computation.",answered,False,,0.3847,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",23.128,True,,
A05,answerable,answer,In a confusion matrix how are precision and recall calculated?,Sentence-aware,"Precision is defined as true positives divided by the sum of true positives and false positives (Precision = true positives / (true positives + false positives)). Recall measures the percentage of items actually present in the input that were correctly identified by the system, and is defined as true positives divided by the sum of true positives and false negatives (Recall = true positives / (true positives + false negatives)).",answered,False,,0.31,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",13.994,True,,
A07,answerable,answer,What are stopwords and why are they removed during text preprocessing?,Sentence-aware,"According to the context, stopwords are extremely common words in a language that would appear to be of little value in helping select documents matching a user's need. They are typically removed from the vocabulary because using a stop word list doesn't improve performance in most text classification applications.  The provided documents do not contain this information.",refused,True,model_judgement,0.3629,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk6.2.pdf; course-reading-wk6.2.pdf",11.576,False,,
A08,answerable,answer,Describe the parallelogram model used in word embeddings to solve analogies.,Sentence-aware,"The provided documents do not contain this information.  However, based on the context, it appears that the parallelogram method is a technique for solving analogy problems using vector space models of cognition. The method involves performing arithmetic operations (such as addition and subtraction) on vectors representing words in order to find a relationship between them. For example, the expression # »king−# »man + # »woman results in a vector close to # »queen.  It is worth noting that the text does not provide a detailed description of how the parallelogram model works or how it is used to solve analogies. It only mentions that the method was proposed by Rumelhart and Abrahamson (1973) and has been successful with word2vec or GloVe vectors, but also notes its limitations in modeling certain types of relationships.",hedged,False,model_judgement,0.2643,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",28.467,True,,
A09,answerable,answer,What is perplexity and how does it relate to a language's branching factor?,Sentence-aware,"Perplexity is a measure used to evaluate n-gram models on a test set. It is a normalized version of the probability of the test set, with lower perplexity indicating that a language model is a better predictor of the words in the test set.  The perplexity of a language is related to its branching factor, which is the number of possible next words that can follow any word. Perplexity is inversely proportional to the likelihood of the test sequence according to the model, so a lower perplexity indicates that a language model is a better predictor of the words in the test set.  In other words, if a language has a high branching factor (many possible next words), its perplexity will be higher, indicating that the language model is less accurate. Conversely, if a language has a low branching factor (fewer possible next words), its perplexity will be lower, indicating that the language model is more accurate.  For example, in the case of recognizing digits, where each digit occurs with equal probability, the perplexity of this mini-language is 10, which is equal to its branching factor.",answered,False,,0.2973,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.2.pdf",37.191,True,,
A10,answerable,answer,What is the purpose of smoothing in n-gram models?,Sentence-aware,"To save some probability mass for the unseen n-grams, so that we don't have to assign zero probability to these events. This is necessary because language is creative and any particular context might have never occurred before!",answered,False,,0.325,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",8.544,True,,
A11,answerable,answer,What is the difference between stemming and lemmatization?,Sentence-aware,"The two may also differ in that stemming most commonly collapses derivationally related words, whereas lemmatization commonly only collapses the different inflectional forms of a lemma. Additionally, stemming usually refers to a simpler version of lemmatization in which we mainly just strip suffixes from the end of the word, whereas lemmatization properly uses a vocabulary and morphological analysis of words to remove inflectional endings only and return the base or dictionary form of a word, known as the lemma.",answered,False,,0.1792,"course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk4.1.pdf",17.67,True,,
A13,answerable,answer,Who first implemented the dynamic programming parser behind the CKY algorithm?,Sentence-aware,John Cocke in 1960.,answered,False,,0.2588,"course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",3.431,True,,
A14,answerable,answer,What perplexity did the trigram model achieve in the worked example?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.4799,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",3.139,False,,
A15,answerable,answer,How is TF-IDF weighting calculated?,Sentence-aware,"The tf-idf weighted value wt,d for word t in document d thus combines termtf-idf frequency tft,d (deﬁned either by Eq. 6.11 or by Eq. 6.12) with idf from Eq. 6.13: wt,d = tft,d× idft (6.14)  This is the formula for calculating TF-IDF weighting, where:  * tft,d is the term frequency (tf-idf frequency) * idf is the inverse document frequency * wt,d is the tf-idf weighted value",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",22.628,True,,
A16,answerable,answer,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf",8.526,False,,
A17,answerable,answer,What is positive pointwise mutual information and how is it computed?,Sentence-aware,"Positive Pointwise Mutual Information (PPMI) is defined as:  PPMI(w,c) = max(log2 P(w,c) P(w)P(c) ,0)  This means that all negative PMI values are replaced with zero. The formula for PPMI is given by equation 6.18 in the context.  In more detail, to compute PPMI, you need a co-occurrence matrix F where fi j gives the number of times word wi occurs with context c j. This can be turned into a PPMI matrix where PPMI i j gives the PPMI value for each pair of word and context.",answered,False,,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.3.pdf",22.308,True,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6208,,0.045,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6328,,0.066,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7144,,0.025,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7434,,0.018,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6761,,0.02,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5915,,0.016,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6593,,0.023,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7068,,0.019,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6543,,0.021,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7008,,0.018,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.76,,0.017,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7033,,0.019,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6964,,0.017,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",2.936,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",3.369,True,n/a,
