qid,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error,category,expected
A07,What are stopwords and why are they removed during text preprocessing?,Threshold on,"Stopwords are very common words in a language (e.g., English) that are typically removed during text preprocessing. They include words such as ""the"", ""and"", ""of"", and ""on"". These words are removed because using a stop word list doesn't improve performance in most text classification applications, so it's more common to make use of the entire vocabulary instead.",answered,False,,0.3629,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk3.1.pdf",4.97,True,,,answerable,answer
A08,Describe the parallelogram model used in word embeddings to solve analogies.,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.2643,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.4.pdf",1.28,False,,,answerable,answer
A09,What is perplexity and how does it relate to a language's branching factor?,Threshold on,"Perplexity is related to the information-theoretic notion of entropy (Section 3.8) and is inversely related to the likelihood of the test sequence according to the model. It is also closely tied to the weighted branching factor, which is smaller than the raw branching factor (10 in this case), indicating that while a language has many possible next words, a well-fitting language model can accurately predict these possibilities, resulting in lower perplexity.",answered,False,,0.2973,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",5.899,True,,,answerable,answer
A10,What is the purpose of smoothing in n-gram models?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.325,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.342,False,,,answerable,answer
A11,What is the difference between stemming and lemmatization?,Threshold on,"The two may differ in that stemming most commonly collapses derivationally related words, whereas lemmatization commonly only collapses the different inflectional forms of a lemma. Additionally, lemmatization attempts to return multiple base forms (e.g., see or saw) depending on the context, whereas stemming usually returns just one base form (e.g., s).",answered,False,,0.1792,"course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf",4.831,True,,,answerable,answer
A13,Who first implemented the dynamic programming parser behind the CKY algorithm?,Threshold on,"According to the context, John Cocke was the one who first implemented a dynamic programming parser containing the roots of the CKY algorithm in 1960.",answered,False,,0.2588,"course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf",2.536,True,,,answerable,answer
A14,What perplexity did the trigram model achieve in the worked example?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4799,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.376,False,,,answerable,answer
B01,What is the capital of Brazil?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6208,,0.027,True,,,out_of_corpus,refuse
B02,Who won the 2018 FIFA World Cup?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6328,,0.024,True,,,out_of_corpus,refuse
B03,What is the boiling point of water in Fahrenheit?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7144,,0.026,True,,,out_of_corpus,refuse
B04,How tall is Mount Kilimanjaro?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7434,,0.024,True,,,out_of_corpus,refuse
B05,What year was the Eiffel Tower completed?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6761,,0.03,True,,,out_of_corpus,refuse
B06,What is the currency of Japan?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5915,,0.024,True,,,out_of_corpus,refuse
B07,Who wrote the novel Wuthering Heights?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6593,,0.027,True,,,out_of_corpus,refuse
B08,What is the chemical symbol for tungsten?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7068,,0.032,True,,,out_of_corpus,refuse
B09,How many time zones does Russia have?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6543,,0.02,True,,,out_of_corpus,refuse
B10,What is the population of Singapore?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7008,,0.02,True,,,out_of_corpus,refuse
B11,Who is the chief executive of OpenAI?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.76,,0.022,True,,,out_of_corpus,refuse
B12,What is the world record for the men's 100 metre sprint?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7033,,0.031,True,,,out_of_corpus,refuse
A15,How is TF-IDF weighting calculated?,Threshold on,"The tf-idf weighted value wt,d for word t in document d thus combines term frequency tf-idf frequency tft,d (deﬁned either by Eq. 6.11 or by Eq. 6.12) with idf from Eq. 6.13: wt,d = tft,d× idft (6.14)",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",4.814,True,,,answerable,answer
A16,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",1.458,False,,,answerable,answer
C03,How many parameters does GPT-4 have?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6964,,0.03,True,,,related_unanswerable,refuse
C04,Which Python library should I use to implement a CKY parser?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",1.302,True,,,related_unanswerable,refuse
C05,What learning rate should I use when training a deep learning language model?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.311,True,,,related_unanswerable,refuse
A17,What is positive pointwise mutual information and how is it computed?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",1.286,False,,,answerable,answer
