qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
A15,answerable,answer,How is TF-IDF weighting calculated?,Threshold off,"TF-IDF (Term Frequency-Inverse Document Frequency) weighting is calculated using two factors:  1. Term frequency (tf): This measures how often a word appears in a document, taking into account the count of occurrences. To avoid division by zero when taking the log of 0, 1 is added to the count: tft,d = log10(count(t,d) +1) 2. Inverse Document Frequency (idf): This gives a higher weight to words that occur only in a few documents.  The TF-IDF weighted value wt,d for word t in document d combines these two factors using the following equation:  wt,d = tft,d × idft",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",64.015,True,,
A16,answerable,answer,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf",30.957,False,,
A17,answerable,answer,What is positive pointwise mutual information and how is it computed?,Threshold off,"Positive Pointwise Mutual Information (PPMI) is defined as:  ""common to use Positive PMI (called PPMI) which replaces all negative PMI values with zero""  PPMI is computed using the following formula:  PPMI(w,c) = max(log2(P(w,c)/P(w)P(c)), 0)  This means that if the log-likelihood ratio of co-occurrence to independence is positive, it is kept as is; if it is negative, it is set to zero.",answered,False,,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.3.pdf",43.286,True,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6208,"course-reading-wk8.pdf; course-reading-wk4.2.pdf; course-reading-wk6.1.pdf; course-reading-wk4.2.pdf; course-reading-wk5.1.pdf; course-reading-wk8.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",43.786,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6328,"course-reading-wk8.pdf; course-reading-wk6.2.pdf; course-reading-wk6.2.pdf; course-reading-wk6.2.pdf; course-reading-wk6.2.pdf; course-reading-wk5.pdf; course-reading-wk5.2.pdf; course-reading-wk6.2.pdf; course-reading-wk8.pdf; course-reading-wk8.pdf",37.735,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7144,"course-reading-wk8.pdf; course-reading-wk8.pdf; course-reading-wk8.pdf; course-reading-wk8.pdf; course-reading-wk3.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk8.pdf; course-reading-wk5.pdf; course-reading-wk8.pdf",42.385,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7434,"course-reading-wk5.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk5.pdf; course-reading-wk5.pdf; course-reading-wk8.pdf; course-reading-wk7.2.pdf; course-reading-wk8.pdf",27.635,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6761,"course-reading-wk7.2.pdf; course-reading-wk8.pdf; course-reading-wk5.pdf; course-reading-wk3.2.pdf; course-reading-wk5.2.pdf; course-reading-wk5.pdf; course-reading-wk4.1.pdf; course-reading-wk5.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",29.573,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.5915,"course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.pdf; course-reading-wk4.1.pdf; course-reading-wk4.1.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk8.pdf; course-reading-wk3.2.pdf",37.153,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6593,"course-reading-wk3.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk5.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk4.2.pdf; course-reading-wk2.1.pdf",34.98,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7068,"course-reading-wk8.pdf; course-reading-wk6.2.pdf; course-reading-wk8.pdf; course-reading-wk4.1.pdf; course-reading-wk5.pdf; course-reading-wk3.2.pdf; course-reading-wk4.2.pdf; course-reading-wk5.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",25.942,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6543,"course-reading-wk8.pdf; course-reading-wk5.pdf; course-reading-wk5.pdf; course-reading-wk5.pdf; course-reading-wk8.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk5.pdf; course-reading-wk7.2.pdf; course-reading-wk8.pdf",44.215,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7008,"course-reading-wk8.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk6.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk8.pdf; course-reading-wk5.pdf",28.011,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.76,"course-reading-wk7.1.pdf; Artificial Intelligence.txt; course-reading-wk6.1.pdf; course-reading-wk8.pdf; course-reading-wk5.pdf; course-reading-wk7.1.pdf; course-reading-wk4.2.pdf; course-reading-wk6.2.pdf; University of London Final Project.txt; course-reading-wk7.2.pdf",30.552,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7033,"course-reading-wk5.pdf; course-reading-wk5.pdf; course-reading-wk5.pdf; course-reading-wk5.pdf; course-reading-wk6.2.pdf; course-reading-wk6.1.pdf; course-reading-wk7.1.pdf; course-reading-wk5.1.pdf; course-reading-wk7.1.pdf; course-reading-wk7.1.pdf",42.275,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6964,"course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk4.1.pdf; course-reading-wk8.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk7.1.pdf; course-reading-wk6.1.pdf; course-reading-wk4.1.pdf; course-reading-wk6.2.pdf",31.712,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",30.062,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",36.654,True,n/a,
A01,answerable,answer,What is the difference between an intrinsic and an extrinsic evaluation of a language model?,Threshold on,"An intrinsic evaluation measures the quality of a model independent of any application. An extrinsic evaluation, on the other hand, involves embedding the language model in an application and measuring how much it improves performance.",answered,False,,0.3176,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",6.73,True,,
A02,answerable,answer,How does the Markov assumption simplify the task of language modelling?,Threshold on,"The Markov assumption simplifies the task of language modeling by assuming that ""the probability of a word depends only on the previous word"" (Chapter 3, Section 1). This allows for making an approximation where P(wn|w1:n−1)≈ P(wn|wn−1), which makes it easier to compute the conditional probability of the next word.",answered,False,,0.3033,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",11.073,True,,
A03,answerable,answer,What is the difference between word types and word tokens in a corpus?,Threshold on,"According to the context, the main difference between word types and word tokens is as follows:  * Word types (also referred to as ""types"") are the distinct forms or spellings of words, regardless of their occurrences in a text. In other words, it's the number of unique words. * Word tokens (or ""tokens"") are the individual instances of words, including repetitions. It's the total count of running words.  To illustrate this difference, consider the sentence: ""They picnicked by the pool, then lay back on the grass and looked at the stars.""  In this case, ""picnicked"", ""lay"", ""back"", ""on"", ""grass"" are distinct word types (types), while each occurrence of these words in the sentence is a word token. So, there would be 14 types and 16 tokens in this example.",answered,False,,0.2416,"course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",22.565,True,,
A04,answerable,answer,What is the Naive Bayes assumption and how does it affect probability calculations?,Threshold on,"The Naive Bayes assumption is that the probabilities P( fi|c) are independent given the class c and hence can be 'naively' multiplied as follows:  P( f1, f2, ...., fn|c) = P( f1|c)· P( f2|c)· ...· P( fn|c)  This assumption affects probability calculations by allowing us to multiply the probabilities of individual features (words in this case) rather than needing to consider their interactions.",answered,False,,0.3847,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",15.009,True,,
A05,answerable,answer,In a confusion matrix how are precision and recall calculated?,Threshold on,"Precision is defined as true positives / (true positives + false positives) and Recall measures the percentage of items actually present in the input that were correctly identified by the system, defined as true positives / (true positives + false negatives).",answered,False,,0.31,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",7.201,True,,
A07,answerable,answer,What are stopwords and why are they removed during text preprocessing?,Threshold on,"According to the provided context, stopwords are very common words in a language that are often excluded from the vocabulary because they do not provide much value in helping select documents matching a user's need. They are typically removed during text processing as it has been observed that using a stop word list doesn't improve performance in most text classification applications.  Examples of stopwords include words such as ""the"", ""and"", ""of"", and ""on"" in English, which are considered unimportant details for text processing. Numbers, like ""$8.5$"", are also commonly regarded as unimportant details and may be discarded during preprocessing.",answered,False,,0.3629,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk6.2.pdf; course-reading-wk6.2.pdf",16.232,True,,
A08,answerable,answer,Describe the parallelogram model used in word embeddings to solve analogies.,Threshold on,"The provided documents do not contain this information.  However, based on the surrounding context, it appears that the original text is describing the limitations and challenges of using the parallelogram method for solving analogy problems with word embeddings. It mentions that while this method received modern attention due to its success with certain vector models (e.g., word2vec or GloVe), it has limitations and does not work well for all relations.  If you would like, I can summarize the text's discussion on the limitations of the parallelogram model, but note that there is no detailed description of how this method is used to solve analogies.",hedged,False,model_judgement,0.2643,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",17.11,True,,
A09,answerable,answer,What is perplexity and how does it relate to a language's branching factor?,Threshold on,"Perplexity is a measure used to evaluate the performance of an n-gram model on a test set. It is related to both the text and the language model, and different language models will have different perplexities for the same text. Perplexity is inversely proportional to the probability of the test sequence according to the model.  The branching factor of a language, which is the number of possible next words that can follow any word, is also related to perplexity. However, the perplexity itself is not directly equal to the branching factor; rather, it is smaller than the branching factor for models with weighted probabilities.",answered,False,,0.2973,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.2.pdf",17.143,True,,
A10,answerable,answer,What is the purpose of smoothing in n-gram models?,Threshold on,"Smoothing in n-gram models is done to save some probability mass for the unseen events, i.e., the n-grams that have never been seen before. This is necessary because without smoothing, all the probability mass would be assigned to the more frequent events, leaving none for the less frequent or unseen events.",answered,False,,0.325,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",9.211,True,,
A11,answerable,answer,What is the difference between stemming and lemmatization?,Threshold on,"The provided documents do not contain this information explicitly, but it can be inferred that the main differences between stemming and lemmatization are:  * Stemming usually refers to a simpler process of removing only suffixes from the end of words (also known as ""chopping off word-final affixes""), whereas lemmatization is a more sophisticated method that involves morphological analysis and removal of both inflectional endings and derivational affixes to return the base or dictionary form of a word. * Stemming often collapses derivationally related words, while lemmatization only collapses different inflectional forms of a lemma. * Lemmatization usually aims to return the correct base or dictionary form of a word (the lemma), whereas stemming may not always achieve this goal correctly and can produce a crude heuristic process.  However, it's worth noting that these points are based on inferences from the provided context rather than explicit statements.",hedged,False,model_judgement,0.1792,"course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk4.1.pdf",32.769,True,,
A13,answerable,answer,Who first implemented the dynamic programming parser behind the CKY algorithm?,Threshold on,"John Cocke in 1960, according to Martin Kay's personal communication.",answered,False,,0.2588,"course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",4.424,True,,
A14,answerable,answer,What perplexity did the trigram model achieve in the worked example?,Threshold on,The perplexity of the trigram model is shown in the table as 109.,answered,False,,0.4799,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",5.273,True,,
A15,answerable,answer,How is TF-IDF weighting calculated?,Threshold on,"The tf-idf weighted value wt,d for word t in document d thus combines term frequency tft,d (defined either by Eq. 6.11 or by Eq. 6.12) with idf from Eq. 6.13: wt,d = tft,d× idft (6.14)  This equation shows that TF-IDF weighting is calculated as the product of two factors: term frequency and inverse document frequency.",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",19.257,True,,
A16,answerable,answer,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Threshold on,"The provided documents do not contain this information. However, it can be inferred that the preference for cosine similarity is mentioned in the context, but its specific reason is not stated.   In the section where cosine similarity is discussed (6.4 Cosine for measuring similarity), the explanation focuses on what cosine similarity is and how it works, rather than why it's preferred over the raw dot product.  However, a related text from 'ratios of word co-occurrence probabilities' might be somewhat relevant to this question:  • Whether using sparse or dense vectors, word and document similarities are computed by some function of the dot product between vectors. The cosine of two vectors—a normalized dot product—is the most popular such metric.  This might imply that normalization is a key reason for preferring cosine similarity over raw dot products.",hedged,False,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf",29.233,True,,
A17,answerable,answer,What is positive pointwise mutual information and how is it computed?,Threshold on,"Positive Pointwise Mutual Information (PPMI) is defined as the maximum of log2(P(w,c)/P(w)P(c)) and 0. This means that all negative PMI values are replaced with zero.  In other words, PPMI is computed by:  PPMI(w,c) = max(log2(P(w,c)/P(w)P(c)), 0)  This formula ensures that only positive PMI values are retained, and negative ones are set to 0.",answered,False,,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.3.pdf",14.11,True,,
