qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
C01,related_unanswerable,refuse,How is TF-IDF weighting calculated?,k=3,"The provided documents do not contain a step-by-step explanation of how TF-IDF weighting is calculated, but it appears to be described in equations (6.11), (6.12), and (6.13) as well as in equation (6.14).  According to the text: - The tf-idf weighted value wt,d for word t in document d combines term frequency tft,d with idf from Eq. 6.13. - This is done using the formula: wt,d = tft,d× idft (6.14). - Term frequency tft,d can be defined either by Eq. 6.11 or by Eq. 6.12.  The actual equations are not provided in the context, so without those, we cannot calculate TF-IDF weighting directly from this information.",hedged,False,model_judgement,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",10.605,False,n/a,
C02,related_unanswerable,refuse,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,k=3,The provided documents do not contain this information.,refused,True,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",1.584,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,k=3,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6964,,0.034,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,k=3,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",1.591,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,k=3,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.604,True,n/a,
C06,related_unanswerable,refuse,What is positive pointwise mutual information and how is it computed?,k=3,The provided documents do not contain this information.,refused,True,model_judgement,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",1.322,True,n/a,
A01,answerable,answer,What is the difference between an intrinsic and an extrinsic evaluation of a language model?,k=5,"According to the context, an intrinsic evaluation metric measures the quality of a model independent of any application, whereas an extrinsic evaluation involves embedding the model in an application and measuring its performance in that specific task. In other words, intrinsic evaluation is used to evaluate a language model's general quality, while extrinsic evaluation is used to see how well it performs in a particular application or task.",answered,False,,0.3176,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf",5.5,True,,
A02,answerable,answer,How does the Markov assumption simplify the task of language modelling?,k=5,"The Markov assumption simplifies the task of language modeling by assuming that the probability of a word depends only on the previous word, rather than looking too far back into history (as quoted from the context). This allows for making predictions without needing to consider arbitrarily distant and time-dependent events.",answered,False,,0.3033,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",4.397,True,,
A03,answerable,answer,What is the difference between word types and word tokens in a corpus?,k=5,"In a corpus, ""word types"" refers to the number of distinct words (i.e., the vocabulary size), while ""word tokens"" refers to the total number of running words, ignoring punctuation. In other words, word types count how many different words there are, whereas word tokens count the total occurrences of all words.",answered,False,,0.2416,"course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",4.674,True,,
A04,answerable,answer,What is the Naive Bayes assumption and how does it affect probability calculations?,k=5,"The provided documents do not contain a question about the Naive Bayes assumption or its effect on probability calculations. However, I can answer based on general knowledge.  In the context of machine learning and statistics, the Naive Bayes assumption is that all features are conditionally independent given the class label. This means that for each feature, the presence or value of one feature does not affect the probability of another feature, as long as we know the class label.  Given this assumption, probability calculations in a Naive Bayes model can be performed independently for each feature. The probability of a particular combination of features given a class label is calculated by multiplying the individual probabilities of each feature given the class label.  In the context provided, it appears that the Naive Bayes assumption allows for the calculation of the probability of each sentence (P(s|c)) as the product of the probabilities of each word in the sentence given the class label (P(wi|c)).",hedged,False,model_judgement,0.3847,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",12.242,True,,
A05,answerable,answer,In a confusion matrix how are precision and recall calculated?,k=5,"According to the context, precision and recall are calculated as follows:  Precision: = true positives true positives + false positives  Recall: = true positives true positives + false negatives",answered,False,,0.31,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",3.25,True,,
A07,answerable,answer,What are stopwords and why are they removed during text preprocessing?,k=5,"According to the context, stop words are very common words in a language (such as ""the"", ""and"", ""of"", etc.) that are typically removed from text documents because they are considered unimportant details for text processing. They are excluded from the vocabulary entirely because they would appear to be of little value in helping select documents matching a user's need.",answered,False,,0.3629,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf",5.435,True,,
A08,answerable,answer,Describe the parallelogram model used in word embeddings to solve analogies.,k=5,The provided documents do not contain this information.,refused,True,model_judgement,0.2643,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.2.pdf",1.655,False,,
A09,answerable,answer,What is perplexity and how does it relate to a language's branching factor?,k=5,"Perplexity is a measure that evaluates the quality of an n-gram model on a test set. It is defined as a normalized version of the probability of the test set, where a lower perplexity indicates that the model assigns a higher probability to the test data, and therefore is a better predictor of the words in the test set.  Perplexity is related to a language's branching factor in that both are functions of both the text and the language model. The branching factor of a language is the number of possible next words that can follow any word, and perplexity takes into account this variability. A lower perplexity indicates that the language model is able to better predict the words in the test set, suggesting that it has learned more about the structure of the language and its branching factor.",answered,False,,0.2973,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",10.584,True,,
A10,answerable,answer,What is the purpose of smoothing in n-gram models?,k=5,The provided documents do not contain this information.,refused,True,model_judgement,0.325,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.961,False,,
A11,answerable,answer,What is the difference between stemming and lemmatization?,k=5,"The two may differ in that stemming most commonly collapses derivationally related words, whereas lemmatization commonly only collapses the different inflectional forms of a lemma. Additionally, stemming usually refers to stripping suffixes from the end of the word, whereas lemmatization attempts to return the base form based on its part of speech (verb or noun) as shown in the example with the token saw, where lemmatization would attempt to return either see or saw depending on whether the use of the token was as a verb or a noun.",answered,False,,0.1792,"course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf",7.489,True,,
A13,answerable,answer,Who first implemented the dynamic programming parser behind the CKY algorithm?,k=5,"John Cocke in 1960. According to Martin Kay, this was a dynamic programming parser containing the roots of the CKY algorithm.",answered,False,,0.2588,"course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",2.783,True,,
A14,answerable,answer,What perplexity did the trigram model achieve in the worked example?,k=5,The provided documents do not contain this information.,refused,True,model_judgement,0.4799,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.3.pdf",1.659,False,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6208,,0.032,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6328,,0.024,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7144,,0.024,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7434,,0.029,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6761,,0.037,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5915,,0.025,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6593,,0.024,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7068,,0.025,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6543,,0.024,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7008,,0.029,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.76,,0.025,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7033,,0.033,True,n/a,
C01,related_unanswerable,refuse,How is TF-IDF weighting calculated?,k=5,"According to the context, TF-IDF weighting (wt,d) is calculated as follows:  wt,d = tft,d × idf (Eq. 6.14)  Where: - tft,d is the term frequency (frequency of word t in document d), which can be defined by either Eq. 6.11 or Eq. 6.12. - idf is the inverse document frequency, which comes from Eq. 6.13.",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.3.pdf",6.664,False,n/a,
C02,related_unanswerable,refuse,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,k=5,"The provided context does not address this question directly. The text discusses the effects of short and long context windows on vector representations, but it does not explain why cosine similarity is preferred over the raw dot product.",answered,False,,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.4.pdf",3.507,False,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,k=5,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6964,,0.03,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,k=5,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf",1.702,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,k=5,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk2.2.pdf",1.743,True,n/a,
C06,related_unanswerable,refuse,What is positive pointwise mutual information and how is it computed?,k=5,The provided documents do not contain this information.,refused,True,model_judgement,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",1.568,True,n/a,
A01,answerable,answer,What is the difference between an intrinsic and an extrinsic evaluation of a language model?,k=10,"An intrinsic evaluation measures the quality of a model independent of any application, whereas an extrinsic evaluation involves embedding the model in an application and measuring how much it improves performance. Intrinsic evaluation can be done using metrics such as word similarity scores and correlation with human ratings, while extrinsic evaluation is done by running the model on specific tasks and comparing its performance to other models.",answered,False,,0.3176,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",5.854,True,,
A02,answerable,answer,How does the Markov assumption simplify the task of language modelling?,k=10,"The Markov assumption simplifies the task of language modeling by assuming that ""the probability of a word depends only on the previous word"" (Chapter 3, Section 1), thus making it easier to predict the conditional probability of the next word. This is an approximation, as stated in Chapter 3, Section 2, where it is mentioned that the probability of upcoming words can be dependent on events that were arbitrarily distant and time dependent.",answered,False,,0.3033,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",6.796,True,,
A03,answerable,answer,What is the difference between word types and word tokens in a corpus?,k=10,"According to the context, the difference between word types and word tokens in a corpus is as follows:  Word types (or ""word type"") refer to the number of distinct words in a vocabulary, or the unique items that make up the vocabulary, independently of their occurrences in a text. This means that each unique form or spelling of a word is considered one type.  On the other hand, word tokens refer to the total number of running words in a corpus, including repetitions of the same word. In other words, each instance of a word is counted as one token, regardless of whether it appears multiple times in the text.  For example, in the given sentence ""They picnicked by the pool, then lay back on the grass and looked at the stars."", there are 16 tokens (each individual word) and 14 types (the unique words).",answered,False,,0.2416,"course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk4.1.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",11.64,True,,
A04,answerable,answer,What is the Naive Bayes assumption and how does it affect probability calculations?,k=10,"The Naive Bayes assumption is that the probabilities P( fi|c) are independent given the class c, which allows them to be 'naively' multiplied. According to this assumption:  P( f1, f2, ...., fn|c) = P( f1|c)· P( f2|c)· ...· P( fn|c)  This independence assumption affects probability calculations by enabling the multiplication of probabilities for each feature, rather than requiring a more complex calculation that takes into account potential interactions between features.",answered,False,,0.3847,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",8.934,True,,
