qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
A13,answerable,answer,Who first implemented the dynamic programming parser behind the CKY algorithm?,Fixed-size,"According to the context, John Cocke was the first person who implemented a dynamic programming parser containing the roots of the CKY algorithm in 1960.",answered,False,,0.2409,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",2.985,True,,
A14,answerable,answer,What perplexity did the trigram model achieve in the worked example?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.4659,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk8.4.pdf",1.847,False,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7878,,0.033,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.768,,0.026,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7182,,0.039,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7601,,0.03,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7607,,0.032,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.634,,0.04,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7439,,0.041,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.677,,0.028,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6984,,0.031,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7222,,0.029,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.774,,0.034,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.698,,0.028,True,n/a,
C01,related_unanswerable,refuse,How is TF-IDF weighting calculated?,Fixed-size,"The TF-IDF weighted value wt,d for word t in document d combines termtf-idf frequency tft,d (deﬁned either by Eq. 6.11 or by Eq. 6.12) with idf from Eq. 6.13: wt,d = tft,d× idft (6.14).",answered,False,,0.2785,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.4.pdf",5.347,False,n/a,
C02,related_unanswerable,refuse,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.2892,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",1.791,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6779,,0.034,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.5021,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",1.726,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5556,,0.036,True,n/a,
C06,related_unanswerable,refuse,What is positive pointwise mutual information and how is it computed?,Fixed-size,"According to the context, Positive Pointwise Mutual Information (PPMI) is defined as:  PPMI(w,c) = max(log2 P(w,c) / (P(w)P(c)), 0)  This means that PPMI is calculated by taking the logarithm of the probability of two words co-occurring divided by the product of their individual probabilities, and then taking the maximum value between this result and zero. If the result is negative, it is replaced with zero.  In other words, PPMI measures the strength of association between a word and its context, while ignoring cases where the association is weak or negative.",answered,False,,0.3181,"course-reading-wk8.2.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",8.529,False,n/a,
A01,answerable,answer,What is the difference between an intrinsic and an extrinsic evaluation of a language model?,Sentence-aware,"According to the context, the main difference between an intrinsic and an extrinsic evaluation of a language model is:  Intrinsic evaluation measures the quality of a model independently of any application, whereas Extrinsic evaluation embeds the model in an application and measures how much it improves the performance of that application. In other words, intrinsic evaluation assesses the model's internal quality, while extrinsic evaluation assesses its practical usefulness.",answered,False,,0.3176,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",5.51,True,,
A02,answerable,answer,How does the Markov assumption simplify the task of language modelling?,Sentence-aware,"The provided context states that ""the assumption that the probability of a word depends only on the previous word is called a Markov assumption."" This implies that by making this assumption, we can simplify the task of predicting the next word in a sentence to only considering the preceding word.",answered,False,,0.3033,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",3.852,True,,
A03,answerable,answer,What is the difference between word types and word tokens in a corpus?,Sentence-aware,"According to the context, the main difference between word types and word tokens in a corpus is that:  * Word types (or ""types"") refer to the number of distinct words in the vocabulary (the set of unique words). * Word tokens (or ""tokens"") refer to the total number of running words in a document or corpus.  In other words, a type represents a specific word, while a token represents an instance of that word.",answered,False,,0.2416,"course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf",5.755,True,,
A04,answerable,answer,What is the Naive Bayes assumption and how does it affect probability calculations?,Sentence-aware,"The provided documents do not contain this information. However, based on the context, we can infer that the Naive Bayes model makes an independence assumption between features, which simplifies the calculation of probabilities.  In particular, the formula P(s|c) = ∏i∈positionsP(wi|c) (4.15) suggests that the probability of a sentence given a class is calculated as the product of the probabilities of each word in the sentence given the class, assuming independence between words. This assumption allows the model to assign a probability to each word and then combine these probabilities to obtain the overall probability of the sentence.  This independence assumption is likely one of the key assumptions made by the Naive Bayes model, which simplifies the calculation of probabilities but may not always hold in real-world data.",hedged,False,model_judgement,0.3847,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",10.115,True,,
A05,answerable,answer,In a confusion matrix how are precision and recall calculated?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.31,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",1.458,False,,
A07,answerable,answer,What are stopwords and why are they removed during text preprocessing?,Sentence-aware,"Stopwords are very common words in a language (such as ""the"", ""and"", etc.) that are typically removed during text preprocessing because using a stop word list doesn't improve performance in most text classification applications. They are considered unimportant details for text processing.",answered,False,,0.3629,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk3.1.pdf",3.772,True,,
A08,answerable,answer,Describe the parallelogram model used in word embeddings to solve analogies.,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.2643,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.4.pdf",1.33,False,,
A09,answerable,answer,What is perplexity and how does it relate to a language's branching factor?,Sentence-aware,"Perplexity is a measure related to the likelihood of the test sequence according to the model, and a lower perplexity indicates that a language model is a better predictor of the words in the test set. It is also closely related to the information-theoretic notion of entropy (Section 3.8). Perplexity is smaller than the branching factor, but still related to it: when the branching factor is 10, the perplexity or weighted branching factor is smaller.  In this context, the perplexity of a language model is also inversely proportional to the likelihood of the test sequence according to the model (since as Eq. 3.15 showed, perplexity is related inversely to the likelihood of the test sequence according to the model). This means that if the probability of the test sequence is higher, the perplexity will be lower.  So in short, perplexity is a measure of how well a language model predicts words in a test set, and it's smaller than the branching factor.",answered,False,,0.2973,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",12.348,True,,
A10,answerable,answer,What is the purpose of smoothing in n-gram models?,Sentence-aware,"The provided documents do not contain this information. However, based on the context, it can be inferred that one of the purposes of smoothing in n-gram models is to handle zero counts and create a probability distribution by discounting or interpolating lower-order n-gram counts.",hedged,False,model_judgement,0.325,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",3.96,True,,
A11,answerable,answer,What is the difference between stemming and lemmatization?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.1792,"course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf",1.32,False,,
A13,answerable,answer,Who first implemented the dynamic programming parser behind the CKY algorithm?,Sentence-aware,"John Cocke. According to Martin Kay, John Cocke implemented a dynamic programming parser containing the roots of the CKY algorithm in 1960.",answered,False,,0.2588,"course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf",2.468,True,,
A14,answerable,answer,What perplexity did the trigram model achieve in the worked example?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.4799,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.324,False,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6208,,0.029,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6328,,0.025,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7144,,0.027,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7434,,0.029,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6761,,0.03,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5915,,0.028,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6593,,0.042,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7068,,0.036,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6543,,0.033,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7008,,0.033,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.76,,0.031,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7033,,0.036,True,n/a,
C01,related_unanswerable,refuse,How is TF-IDF weighting calculated?,Sentence-aware,"The tf-idf weighted value wt,d for word t in document d combines termtf-idf frequency tft,d with idf from Eq. 6.13, as shown in the equation:  wt,d = tft,d× idft (6.14)",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",3.876,False,n/a,
C02,related_unanswerable,refuse,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",1.318,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6964,,0.031,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",1.333,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.388,True,n/a,
C06,related_unanswerable,refuse,What is positive pointwise mutual information and how is it computed?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",1.295,True,n/a,
