qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
B01,out_of_corpus,refuse,What is the capital of Brazil?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6208,"course-reading-wk8.pdf; course-reading-wk4.2.pdf; course-reading-wk6.1.pdf",1.515,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6328,"course-reading-wk8.pdf; course-reading-wk6.2.pdf; course-reading-wk6.2.pdf",1.589,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7144,course-reading-wk8.pdf; course-reading-wk8.pdf; course-reading-wk8.pdf,1.834,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7434,course-reading-wk5.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf,1.736,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6761,"course-reading-wk7.2.pdf; course-reading-wk8.pdf; course-reading-wk5.pdf",1.713,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.5915,"course-reading-wk3.2.pdf; course-reading-wk4.1.pdf; course-reading-wk6.1.pdf",1.881,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6593,course-reading-wk3.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf,1.7,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7068,"course-reading-wk8.pdf; course-reading-wk6.2.pdf; course-reading-wk8.pdf",2.509,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6543,course-reading-wk8.pdf; course-reading-wk5.pdf; course-reading-wk5.pdf,2.031,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7008,course-reading-wk8.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf,1.418,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.76,"course-reading-wk7.1.pdf; Artificial Intelligence.txt; course-reading-wk6.1.pdf",1.686,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.7033,course-reading-wk5.pdf; course-reading-wk5.pdf; course-reading-wk5.pdf,1.75,True,n/a,
C01,related_unanswerable,refuse,How is TF-IDF weighting calculated?,Threshold off,"The provided context states that the TF-IDF weighted value wt,d for word t in document d combines term frequency (tft,d) with inverse document frequency (idf) as follows:  wt,d = tft,d × idf^t (Eq. 6.14)  However, it does not specify how to calculate the individual components, such as tft,d or idf^t.  To be more specific, the context mentions that tft,d is defined by either Eq. 6.11 or Eq. 6.12, but these equations are not provided in the given text. Similarly, the equation for idf (Eq. 6.13) is mentioned, but its exact formula is not specified.  Therefore, I will provide a general answer that summarizes the context:  TF-IDF weighting combines term frequency and inverse document frequency to calculate a weighted value. The specific equations used to calculate these components are not provided in the given text.",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",13.493,False,n/a,
C02,related_unanswerable,refuse,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",1.359,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.6964,"course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk4.1.pdf",1.812,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",1.365,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.284,True,n/a,
C06,related_unanswerable,refuse,What is positive pointwise mutual information and how is it computed?,Threshold off,The provided documents do not contain this information.,refused,True,model_judgement,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",1.649,True,n/a,
A01,answerable,answer,What is the difference between an intrinsic and an extrinsic evaluation of a language model?,Threshold on,"An intrinsic evaluation measures the quality of a language model independent of any application, whereas an extrinsic evaluation embeds the language model in an application and measures how much it improves the performance of that application. In other words, an intrinsic evaluation assesses the model's quality on its own terms, while an extrinsic evaluation evaluates its effectiveness in real-world tasks or applications.",answered,False,,0.3176,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",4.993,True,,
A02,answerable,answer,How does the Markov assumption simplify the task of language modelling?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.3033,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.802,False,,
A03,answerable,answer,What is the difference between word types and word tokens in a corpus?,Threshold on,"According to the context, the difference between word types and word tokens in a corpus is as follows:  Word types refer to the number of distinct words (or vocabulary size) in a corpus, denoted by |V|.  Word tokens, on the other hand, refer to the total number of running words in a corpus.",answered,False,,0.2416,"course-reading-wk4.1.pdf; course-reading-wk3.1.pdf; course-reading-wk3.2.pdf",4.414,True,,
A04,answerable,answer,What is the Naive Bayes assumption and how does it affect probability calculations?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.3847,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",1.367,False,,
A05,answerable,answer,In a confusion matrix how are precision and recall calculated?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.31,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf",1.351,False,,
A07,answerable,answer,What are stopwords and why are they removed during text preprocessing?,Threshold on,"Stopwords are very common words in a language (e.g., English) that are typically removed during text preprocessing. They include words such as ""the"", ""and"", ""of"", and ""on"". These words are removed because using a stop word list doesn't improve performance in most text classification applications, so it's more common to make use of the entire vocabulary instead.",answered,False,,0.3629,"course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk3.1.pdf",4.97,True,,
A08,answerable,answer,Describe the parallelogram model used in word embeddings to solve analogies.,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.2643,"course-reading-wk8.1.pdf; course-reading-wk8.2.pdf; course-reading-wk8.4.pdf",1.28,False,,
A09,answerable,answer,What is perplexity and how does it relate to a language's branching factor?,Threshold on,"Perplexity is related to the information-theoretic notion of entropy (Section 3.8) and is inversely related to the likelihood of the test sequence according to the model. It is also closely tied to the weighted branching factor, which is smaller than the raw branching factor (10 in this case), indicating that while a language has many possible next words, a well-fitting language model can accurately predict these possibilities, resulting in lower perplexity.",answered,False,,0.2973,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",5.899,True,,
A10,answerable,answer,What is the purpose of smoothing in n-gram models?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.325,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.342,False,,
A11,answerable,answer,What is the difference between stemming and lemmatization?,Threshold on,"The two may differ in that stemming most commonly collapses derivationally related words, whereas lemmatization commonly only collapses the different inflectional forms of a lemma. Additionally, lemmatization attempts to return multiple base forms (e.g., see or saw) depending on the context, whereas stemming usually returns just one base form (e.g., s).",answered,False,,0.1792,"course-reading-wk3.2.pdf; course-reading-wk3.2.pdf; course-reading-wk4.1.pdf",4.831,True,,
A13,answerable,answer,Who first implemented the dynamic programming parser behind the CKY algorithm?,Threshold on,"According to the context, John Cocke was the one who first implemented a dynamic programming parser containing the roots of the CKY algorithm in 1960.",answered,False,,0.2588,"course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf",2.536,True,,
A14,answerable,answer,What perplexity did the trigram model achieve in the worked example?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4799,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.376,False,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6208,,0.027,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6328,,0.024,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7144,,0.026,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7434,,0.024,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6761,,0.03,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5915,,0.024,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6593,,0.027,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7068,,0.032,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6543,,0.02,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7008,,0.02,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.76,,0.022,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7033,,0.031,True,n/a,
C01,related_unanswerable,refuse,How is TF-IDF weighting calculated?,Threshold on,"The tf-idf weighted value wt,d for word t in document d thus combines term frequency tf-idf frequency tft,d (deﬁned either by Eq. 6.11 or by Eq. 6.12) with idf from Eq. 6.13: wt,d = tft,d× idft (6.14)",answered,False,,0.301,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",4.814,False,n/a,
C02,related_unanswerable,refuse,Why is cosine similarity preferred over the raw dot product for comparing word embeddings?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.2821,"course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",1.458,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6964,,0.03,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf",1.302,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf",1.311,True,n/a,
C06,related_unanswerable,refuse,What is positive pointwise mutual information and how is it computed?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.2601,"course-reading-wk6.2.pdf; course-reading-wk8.1.pdf; course-reading-wk8.4.pdf",1.286,True,n/a,
