qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
A11,answerable,answer,How is the accuracy of speech recognition systems usually measured?,Fixed-size,"The accuracy of speech recognition systems is usually evaluated in terms of two measures:   1. Accuracy, which is rated with word error rate (WER). 2. Speed, which is measured in elapsed time.  Other measures of accuracy include Single Word Error Rate (SWER) and Command Success Rate (CSR).",answered,False,,0.3222,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf,47.476,True,,
A12,answerable,answer,What dataset is used for sentiment analysis in the Dive into Deep Learning chapter?,Fixed-size,Stanford's large movie review dataset.,answered,False,,0.4066,sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; README.md; sentiment-analysis-and-dataset.pdf; Large language model.pdf; Speech recognition.pdf; tf–idf.pdf; bert.pdf,31.676,True,,
A13,answerable,answer,When was GPT-4 released?,Fixed-size,"March 14, 2023.",answered,False,,0.3109,GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf,51.479,True,,
A14,answerable,answer,What is retrieval-augmented generation?,Fixed-size,"Retrieval-augmented generation (RAG) is a technique that enables large language models (LLMs) to retrieve and incorporate new information from external data sources. With RAG, LLMs first refer to a specified set of documents, then respond to user queries. These documents supplement information from the LLM's pre-existing training data, allowing LLMs to use domain-specific and/or updated information that is not available in the training data.",answered,False,,0.351,Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf,49.973,True,,
A15,answerable,answer,What is perplexity and how is it used to evaluate a language model?,Fixed-size,"Perplexity measures how well a model predicts the contents of a dataset; the higher the likelihood the model assigns to the dataset, the lower the perplexity. In mathematical terms, perplexity is the exponential of the average negative log likelihood per token. It is used as a canonical measure of the performance of any language model and is typically evaluated on a test set. A good language model should have low perplexity, indicating that it can accurately predict the next token in a sequence.",answered,False,,0.337,Large language model.pdf; language-model.pdf; Large language model.pdf; language-model.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Large language model.pdf,51.527,True,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.8646,,0.029,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.8044,,0.027,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.709,,0.028,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.8667,,0.029,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.8008,,0.024,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.8269,,0.025,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7512,,0.023,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7049,,0.021,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6453,,0.021,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7653,,0.023,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of Google?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5314,,0.02,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Fixed-size,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7215,,0.021,True,n/a,
C01,related_unanswerable,refuse,Which Python library should I use to implement a CYK parser?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.4043,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf,35.941,True,n/a,
C02,related_unanswerable,refuse,What learning rate should I use when training a word2vec model?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.3306,Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf,33.959,True,n/a,
C03,related_unanswerable,refuse,What word error rate does OpenAI's Whisper model achieve on LibriSpeech?,Fixed-size,The provided documents do not contain this information.,refused,True,model_judgement,0.4377,Speech recognition.pdf; GPT-4.pdf; tf–idf.pdf; Speech recognition.pdf; Large language model.pdf; Speech recognition.pdf; Speech recognition.pdf; Named-entity recognition.pdf; Speech recognition.pdf; Speech recognition.pdf,46.245,True,n/a,
A01,answerable,answer,What does the Viterbi algorithm compute for a hidden Markov model?,Sentence-aware,The Viterbi algorithm computes the most likely sequence of hidden states that could have produced a given sequence of observations.,answered,False,,0.2248,Viterbi algorithm.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf; Hidden Markov model.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf; Hidden Markov model.pdf; Viterbi algorithm.pdf; Viterbi algorithm.pdf,5.22,True,,
A02,answerable,answer,What normal form must a grammar be in before the CYK algorithm can be applied?,Sentence-aware,Chomsky normal form (CNF).,answered,False,,0.2156,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf,3.248,True,,
A03,answerable,answer,Which researchers is the CYK algorithm named after?,Sentence-aware,"The CYK algorithm is named after John Cocke, Daniel Younger, Tadao Kasami, and Jacob T. Schwartz.",answered,False,,0.4099,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; Part-of-speech tagging.pdf; Viterbi algorithm.pdf,6.213,True,,
A04,answerable,answer,What are the two model architectures used by Word2Vec?,Sentence-aware,The Distributed Memory Model of Paragraph Vectors (PV-DM) and the Distributed Bag of Words version of Paragraph Vector (PV-DBOW).,answered,False,,0.3009,Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf,13.477,True,,
A05,answerable,answer,Which two approximate training methods reduce the cost of the softmax in word2vec?,Sentence-aware,Negative sampling and hierarchical softmax.,answered,False,,0.4231,Word2Vec - Wikipedia.pdf; approx-training.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; Word2Vec - Wikipedia.pdf; approx-training.pdf; approx-training.pdf; Word2Vec - Wikipedia.pdf,5.135,True,,
A06,answerable,answer,How is tf-idf weighting calculated?,Sentence-aware,"The provided documents do not contain this information. However, based on the context, it appears that tf-idf weighting is calculated as the product of two statistics:  1. Term frequency (tf): This is the frequency of the term in a given document. 2. Inverse document frequency (idf): This is a measure of how rare or common a term is across all documents in the corpus.  The exact calculation method for tf-idf weighting is not explicitly stated, but it is mentioned that log normalization and double normalization are used to adjust the numerator and denominator of the idf component.",hedged,False,model_judgement,0.2441,tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf; tf–idf.pdf,20.112,True,,
A07,answerable,answer,What corpus statistics does GloVe use to learn word vectors?,Sentence-aware,Word-word co-occurrences within context windows.,answered,False,,0.3503,glove.pdf; similarity-analogy.pdf; glove.pdf; glove.pdf; Word2Vec - Wikipedia.pdf; glove.pdf; glove.pdf; glove.pdf; similarity-analogy.pdf; similarity-analogy.pdf,2.911,True,,
A08,answerable,answer,What two tasks is BERT pretrained on?,Sentence-aware,Masked language modeling and next sentence prediction.,answered,False,,0.3481,bert.pdf; bert.pdf; bert.pdf; bert.pdf; bert.pdf; bert.pdf; Word2Vec - Wikipedia.pdf; bert.pdf; bert.pdf; bert.pdf,2.723,True,,
A09,answerable,answer,How does the fastText subword model represent a word?,Sentence-aware,The fastText subword model represents a word as the sum of its subword vectors.,answered,False,,0.2446,subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; subword-embedding.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf,4.23,True,,
A10,answerable,answer,Why does the transformer need positional encoding?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.3947,transformer.pdf; transformer.pdf; transformer.pdf; transformer.pdf; bert.pdf; transformer.pdf; transformer.pdf; transformer.pdf; Large language model.pdf; transformer.pdf,2.592,False,,
A11,answerable,answer,How is the accuracy of speech recognition systems usually measured?,Sentence-aware,The accuracy of speech recognition systems is usually rated with word error rate (WER).,answered,False,,0.2864,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf,3.988,True,,
A12,answerable,answer,What dataset is used for sentiment analysis in the Dive into Deep Learning chapter?,Sentence-aware,"Stanford's large movie review dataset, specifically downloaded from IMDb.",answered,False,,0.3741,README.md; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; bert.pdf; Large language model.pdf; sentiment-analysis-and-dataset.pdf,3.09,True,,
A13,answerable,answer,When was GPT-4 released?,Sentence-aware,"According to the context, GPT-4 was released in March 2023, and it was integrated by Microsoft into Bing Chat in February 2023.",answered,False,,0.2871,GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; Large language model.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf,6.758,True,,
A14,answerable,answer,What is retrieval-augmented generation?,Sentence-aware,"Retrieval-augmented generation (RAG) is a technique that enables large language models (LLMs) to retrieve and incorporate new information from external data sources. With RAG, LLMs first refer to a specified set of documents, then respond to user queries. These documents supplement information from the LLM's pre-existing training data, allowing LLMs to use domain-specific and/or updated information that is not available in the training data.",answered,False,,0.3211,Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf,16.118,True,,
A15,answerable,answer,What is perplexity and how is it used to evaluate a language model?,Sentence-aware,"Perplexity measures the performance of a language model by calculating how well it predicts the contents of a dataset. It is defined as the exponential of the average negative log likelihood per token, with lower perplexity indicating better performance. Perplexity can be thought of as the reciprocal of the geometric mean of the number of real choices that we have when deciding which token to pick next.  Perplexity is used to evaluate a language model in several ways:  1. **Best case scenario**: If the model always perfectly estimates the probability of the target token, its perplexity is 1. 2. **Worst case scenario**: If the model always predicts the probability of the target token as 0, its perplexity is positive infinity. 3. **Baseline**: If the model predicts a uniform distribution over all available tokens, its perplexity equals the number of unique tokens in the vocabulary.  A good language model should have a low perplexity, indicating that it can accurately predict the next token in a sequence. Perplexity provides a non-trivial upper bound on the performance of a language model, and any useful model must beat this baseline.",answered,False,,0.1612,Large language model.pdf; language-model.pdf; Large language model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf,36.582,True,,
B01,out_of_corpus,refuse,What is the capital of Brazil?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7934,,0.026,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7381,,0.024,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6363,,0.022,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7964,,0.021,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7863,,0.021,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7847,,0.027,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.739,,0.019,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7181,,0.02,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6824,,0.018,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7691,,0.018,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of Google?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5359,,0.02,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Sentence-aware,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7149,,0.02,True,n/a,
C01,related_unanswerable,refuse,Which Python library should I use to implement a CYK parser?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.3414,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf,2.714,True,n/a,
C02,related_unanswerable,refuse,What learning rate should I use when training a word2vec model?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.3785,Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf,2.541,True,n/a,
C03,related_unanswerable,refuse,What word error rate does OpenAI's Whisper model achieve on LibriSpeech?,Sentence-aware,The provided documents do not contain this information.,refused,True,model_judgement,0.4662,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf,2.756,True,n/a,
